zip_name,member_name,normalized_table,rows,cols,dimensions,action,reason,key_columns,exact_duplicate_rows,key_duplicate_rows,blank_field_ratio,mostly_blank_columns,sensitive_columns,header
t_ai_tag_result_20260606_172444.zip,t_ai_tag_result_20260606_172444/t_ai_tag_candidate_20260606_172444.xlsx,t_ai_tag_candidate,525,18,AI标签,drop_duplicate_export,与 prod_all_tables_export_20260606_205622.zip/t_ai_tag_candidate_20260606_205622.xlsx 数据内容完全一致,id,0,0,22.06%,"audit_uid,audit_reason,merged_to_candidate_id,audit_time",,"id,candidate_name,parent_primary_tag,tag_side,object_type,tag_domain,is_builtin,is_deleted,hit_count,audit_status,audit_uid,audit_reason,merged_to_candidate_id,audit_time,first_seen_at,last_seen_at,create_time,update_time"
t_ai_tag_result_20260606_172444.zip,t_ai_tag_result_20260606_172444/t_ai_tag_index_20260606_172444.xlsx,t_ai_tag_index,79172,12,AI标签,drop_duplicate_export,与 prod_all_tables_export_20260606_205622.zip/t_ai_tag_index_20260606_205622.xlsx 数据内容完全一致,"uid,object_type,object_id,tag_side,primary_tag,secondary_tag",0,3769,14.72%,validity,,"id,uid,object_type,object_id,tag_scene,tag_side,primary_tag,secondary_tag,suggested_tag,normalized_tag,validity,create_time"
t_ai_tag_result_20260606_172444.zip,t_ai_tag_result_20260606_172444/t_ai_tag_result_20260606_172444.xlsx,t_ai_tag_result,20706,21,AI标签、商机/供需/业务,drop_duplicate_export,与 prod_all_tables_export_20260606_205622.zip/t_ai_tag_result_20260606_205622.xlsx 数据内容完全一致,"uid,object_type,object_id,tag_scene",0,0,16.90%,"direction,primary_action_type,cooperation_method",,"id,uid,object_type,object_id,tag_scene,validity,direction,primary_action_type,secondary_action_types,cooperation_method,supply_tags,demand_tags,cooperation_target_tags,entity_keywords,hit_exclusion,exclusion_items,has_suggested_tags,suggested_tags,raw_result_json,create_time,update_time"
prod_extra_tables_export_20260606_195530.zip,t_company_20260606_195530.xlsx,t_company,1048575,4,企业/机构,drop_duplicate_export,与 prod_all_tables_export_20260606_205622.zip/t_company_20260606_205622.xlsx 数据内容完全一致,"name,company_type",0,1,25.39%,company_info,,"id,name,company_type,company_info"
prod_extra_tables_export_20260606_195530.zip,t_user_info_setting_20260606_195530.xlsx,t_user_info_setting,3221,8,用户/联系人,drop_duplicate_export,与 prod_all_tables_export_20260606_205622.zip/t_user_info_setting_20260606_205622.xlsx 数据内容完全一致,id,0,0,0.13%,,,"id,uid,setting_key,setting_value,status,remark,create_time,update_time"
prod_all_tables_export_20260606_205622.zip,cms_article_20260606_205622.xlsx,cms_article,0,15,内容/互动,drop_empty,空表，没有业务记录,id,0,0,0.00%,,,"id,type,title,summary,tags,content,category,sub_category,create_time,update_time,open_count,start_time,end_time,target_link,image"
prod_all_tables_export_20260606_205622.zip,conference_20260606_205622.xlsx,conference,0,15,其他,drop_empty,空表，没有业务记录,id,0,0,0.00%,,password,"id,advance,allow_switch_mode,audience,conference_title,end_time,focus,manages,max_participants,no_join_before_start,owner,password,pin,recording,start_time"
prod_all_tables_export_20260606_205622.zip,pc_session_20260606_205622.xlsx,pc_session,0,8,用户/联系人、系统/权限/配置,drop_empty,空表，没有业务记录,,0,0,0.00%,,token,"token,client_id,confirmed_user_id,create_dt,device_name,duration,platform,status"
prod_all_tables_export_20260606_205622.zip,shiro_session_20260606_205622.xlsx,shiro_session,0,2,系统/权限/配置,drop_empty,空表，没有业务记录,,0,0,0.00%,,"session_id,session_data","session_id,session_data"
prod_all_tables_export_20260606_205622.zip,sys_dept_navigator_20260606_205622.xlsx,sys_dept_navigator,0,6,企业/机构、用户/联系人、系统/权限/配置,drop_empty,空表，没有业务记录,id,0,0,0.00%,,,"id,sys_user_id,navigator_dept_id,dept_id,dept_name,create_time"
prod_all_tables_export_20260606_205622.zip,sys_oss_20260606_205622.xlsx,sys_oss,0,3,系统/权限/配置,drop_empty,空表，没有业务记录,id,0,0,0.00%,,,"id,url,create_date"
prod_all_tables_export_20260606_205622.zip,t_business_audit_20260606_205622.xlsx,t_business_audit,0,5,商机/供需/业务,drop_empty,空表，没有业务记录,id,0,0,0.00%,,,"id,name,num,dt,create_time"
prod_all_tables_export_20260606_205622.zip,t_business_report_history_20260606_205622.xlsx,t_business_report_history,0,9,商机/供需/业务,drop_empty,空表，没有业务记录,id,0,0,0.00%,,,"id,uid,org_id,report_name,report_url,status,remark,create_time,update_time"
